Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Exhibit01,https://drive.google.com/file/d/1-3Nteus-7k4hiF6dosZbd9YZc9KD9kZi/view,0:00:10,1:00:00,11/22/24 0:00,11/24/24 23:59,yes
